Date and Time (UTC),Transmitter,Station Name,Lat_dd,Lon_dd
2018-08-14 22:03:00,A69-1602-9716,SB-10,33.48381667,-119.0228
2018-08-14 22:05:00,A69-1602-9716,SB-10,33.48381667,-119.0228
2018-08-14 22:07:00,A69-1602-9716,SB-10,33.48381667,-119.0228
2018-08-14 22:09:00,A69-1602-9716,SB-10,33.48381667,-119.0228
2018-08-14 22:12:00,A69-1602-9716,SB-10,33.48381667,-119.0228
2018-08-14 22:15:00,A69-1602-9716,SB-10,33.48381667,-119.0228
2018-08-14 22:17:00,A69-1602-9716,SB-10,33.48381667,-119.0228
2018-08-14 22:19:00,A69-1602-9716,SB-10,33.48381667,-119.0228
2018-08-14 22:22:00,A69-1602-9716,SB-10,33.48381667,-119.0228
2018-08-14 22:25:00,A69-1602-9716,SB-10,33.48381667,-119.0228
2018-08-14 22:38:00,A69-1602-9716,SB-10,33.48381667,-119.0228
2018-08-14 22:40:00,A69-1602-9716,SB-10,33.48381667,-119.0228
2018-08-14 22:45:00,A69-1602-9716,SB-10,33.48381667,-119.0228
2018-08-14 22:47:00,A69-1602-9716,SB-10,33.48381667,-119.0228
2018-08-14 22:50:00,A69-1602-9716,SB-10,33.48381667,-119.0228
2018-08-14 22:53:00,A69-1602-9716,SB-10,33.48381667,-119.0228
2018-08-14 22:55:00,A69-1602-9716,SB-10,33.48381667,-119.0228
2018-08-14 22:56:00,A69-1602-9716,SB-10,33.48381667,-119.0228
2018-08-14 22:57:00,A69-1602-9716,SB-10,33.48381667,-119.0228
2018-08-14 22:58:00,A69-1602-9716,SB-10,33.48381667,-119.0228
2018-08-14 23:02:00,A69-1602-9716,SB-10,33.48381667,-119.0228
2018-08-15 03:55:00,A69-1602-9712,SB-10,33.48381667,-119.0228
2018-08-15 03:59:00,A69-1602-9712,SB-10,33.48381667,-119.0228
2018-08-15 04:00:00,A69-1602-9712,SB-10,33.48381667,-119.0228
2018-08-15 04:02:00,A69-1602-9712,SB-10,33.48381667,-119.0228
2018-08-15 04:22:00,A69-1602-9712,SB-10,33.48381667,-119.0228
2018-08-15 04:24:00,A69-1602-9712,SB-10,33.48381667,-119.0228
2018-08-15 07:02:00,A69-1602-9712,SB-10,33.48381667,-119.0228
2018-08-15 12:41:00,A69-1602-9716,SB-10,33.48381667,-119.0228
